Type,Mobility,Delay,Tp_type,Ap_type,Server_type,V_id,Tile_scheme,VP_trace,VP_error,Thread,Total_seg,Algo,Buffer_time,Host_num,Bg_traffic,til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1,TP_D_avg,TP_D_max,TP_D_min,TP_D_medn,TP_D_std,TP_D_10p,TP_D_20p,TP_D_30p,TP_D_40p,TP_D_50p,TP_D_60p,TP_D_70p,TP_D_80p,TP_D_90p,TP_D_F25_avg,TP_D_F50_avg,TP_D_L25_avg,TP_D_L50_avg,TP_U_avg,TP_U_max,TP_U_min,TP_U_medn,TP_U_std,TP_U_10p,TP_U_20p,TP_U_30p,TP_U_40p,TP_U_50p,TP_U_60p,TP_U_70p,TP_U_80p,TP_U_90p,TP_U_F25_avg,TP_U_F50_avg,TP_U_L25_avg,TP_U_L50_avg,PC_D_total,PC_D_avg,PC_D_max,PC_D_min,PC_D_medn,PC_D_std,PC_D_10p,PC_D_20p,PC_D_30p,PC_D_40p,PC_D_50p,PC_D_60p,PC_D_70p,PC_D_80p,PC_D_90p,PC_D_F25_total,TP_D_F50_total,PC_D_L25_total,PC_D_L50_total,PC_U_total,PC_U_avg,PC_U_max,PC_U_min,PC_U_medn,PC_U_std,PC_U_10p,PC_U_20p,PC_U_30p,PC_U_40p,PC_U_50p,PC_U_60p,PC_U_70p,PC_U_80p,PC_U_90p,PC_U_F25_total,TP_U_F50_total,PC_U_L25_total,PC_U_L50_total,PS_D_avg,PS_D_max,PS_D_min,PS_D_medn,PS_D_std,PS_D_10p,PS_D_20p,PS_D_30p,PS_D_40p,PS_D_50p,PS_D_60p,PS_D_70p,PS_D_80p,PS_D_90p,PS_D_F25_avg,PS_D_F50_avg,PS_D_L25_avg,PS_D_L50_avg,PS_U_avg,PS_U_max,PS_U_min,PS_U_medn,PS_U_std,PS_U_10p,PS_U_20p,PS_U_30p,PS_U_40p,PS_U_50p,PS_U_60p,PS_U_70p,PS_U_80p,PS_U_90p,PS_U_F25_avg,PS_U_F50_avg,PS_U_L25_avg,PS_U_L50_avg,IAT_D_avg,IAT_D_max,IAT_D_min,IAT_D_medn,IAT_D_std,IAT_D_10p,IAT_D_20p,IAT_D_30p,IAT_D_40p,IAT_D_50p,IAT_D_60p,IAT_D_70p,IAT_D_80p,IAT_D_90p,IAT_D_F25_avg,IAT_D_F50_avg,IAT_D_L25_avg,IAT_D_L50_avg,IAT_U_avg,IAT_U_max,IAT_U_min,IAT_U_medn,IAT_U_std,IAT_U_10p,IAT_U_20p,IAT_U_30p,IAT_U_40p,IAT_U_50p,IAT_U_60p,IAT_U_70p,IAT_U_80p,IAT_U_90p,IAT_U_F25_avg,IAT_U_F50_avg,IAT_U_L25_avg,IAT_U_L50_avg,nQoE,nQoE1
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,1,100,1,60,0,2,1,no,45,4,11,380,35,65,1148,169,63,1005475.243279,849525.546699,591864.764001,2,6,6,58.425885,3E-05,164561384.51094732,205461495.70154715,1315099.0924369749,3382048.0,274664.0,1055928.0,653462.7316518766,764932.8,854840.0,894731.2,949740.8,1055928.0,1147232.0,1437652.7999999996,1769924.8,2484812.8000000003,991913.8666666668,965062.5333333332,1852789.066666667,1655727.6,913143.7983193278,2500224.0,215592.0,894424.0,220373.73553024867,800080.0,838803.2,858699.2,872155.2,894424.0,905761.6,933480.0,955627.2,972102.4,1049990.1333333333,967333.4666666668,863651.4666666667,859932.6666666666,38153.0,320.61344537815125,594.0,95.0,296.0,82.87533507479546,245.0,258.6,268.2,288.2,296.0,312.8,335.6,375.8,458.0,9177.0,17414.0,11202.0,20994.0,23313.0,195.9075630252101,405.0,41.0,183.0,44.86262721856479,161.8,166.0,172.4,177.2,183.0,192.8,202.8,219.80000000000004,258.0,5809.0,10955.0,6581.0,12539.0,512.7999791182689,1430.0,70.0,185.0,534.2694365318289,70.0,71.0,72.0,72.0,185.0,351.0,1050.0,1280.0,1280.0,405.3260324724856,415.64080624784657,620.2427245134797,591.5002857959417,582.539371929075,1472.0,54.0,95.0,618.4177215404363,55.0,55.0,56.0,56.0,95.0,1228.0,1228.0,1228.0,1434.0,677.8211396109485,662.2547695116385,492.1277921288558,514.3548129834915,0.003117634125969,0.419963,0.0,7.3e-05,0.0064965275241115,1E-06,4E-06,7E-06,2.1e-05,7.3e-05,0.000274,0.000996,0.006845,0.011959,0.003269015146562,0.0034450271046284,0.0106230514193893,0.0056682586453272,0.0051029705191198,0.998113,0.0,0.000587,0.0114709667866137,0.000195,0.000258,0.000328,0.000393,0.000587,0.001649,0.002748,0.0054164,0.0209282,0.0051630180754002,0.0054744062072113,0.0180823443245707,0.009490382646144,4.17110725855126,4.241621146958538
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,1,100,1,60,1,2,1,no,46,4,10,406,16,58,1313,21,46,978080.783458,765481.108973,540221.575913,4,11,0,61.147476,7.3e-05,151308403.5629553,189115888.908262,1200661.4876033058,2643520.0,111832.0,1060088.0,537717.604690619,707936.0,804896.0,913360.0,967760.0,1060088.0,1115888.0,1328992.0,1615848.0,2085040.0,955648.0,936884.8524590164,1567554.064516129,1459263.737704918,891763.438016529,2776096.0,100152.0,899064.0,274747.4409064493,758792.0,819272.0,856168.0,884280.0,899064.0,910944.0,931976.0,952816.0,965584.0,1016674.8387096776,937183.606557377,833297.2903225806,846963.6721311476,36690.0,303.22314049586777,668.0,37.0,292.0,85.76466817689355,232.0,257.0,272.0,282.0,292.0,305.0,322.0,360.0,400.0,9144.0,17148.0,10386.0,19826.0,22601.0,186.7851239669421,450.0,16.0,184.0,50.91480594732787,150.0,167.0,170.0,177.0,184.0,191.0,196.0,207.0,241.0,5796.0,10808.0,6202.0,11964.0,495.1576402582318,1430.0,70.0,185.0,527.845762174589,70.0,71.0,72.0,72.0,185.0,351.0,666.0,1280.0,1280.0,404.9798775153106,416.5935969209237,584.8519160408242,561.2269746797135,596.5787349767523,1472.0,54.0,105.0,620.4284644688985,55.0,55.0,56.0,57.0,105.0,1228.0,1228.0,1228.0,1434.0,679.7127329192547,661.1792190969652,520.6428571428571,539.7942159812771,0.0032947516544663,0.475885,0.0,7.5e-05,0.0080557437290036,1E-06,4E-06,7E-06,2E-05,7.5e-05,0.000296,0.001157,0.007086,0.01197,0.0033888602362204,0.0035570678796361,0.0116502741190063,0.0061030841823867,0.0053500328976225,0.998024,0.0,0.000588,0.0174765679320469,0.0001967,0.000258,0.000329,0.000393,0.000588,0.00172,0.002824,0.0054742,0.021238,0.0053478312629399,0.005643781365655,0.0195071936472105,0.0101123048311601,3.7465725812207507,3.7087643160401953
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,1,100,1,60,0,4,1,no,46,2,12,375,41,64,1222,104,54,1001686.80798,828321.438575,577746.810091,2,6,6,61.754937,3.7e-05,161348864.34358191,201318495.0844651,1243087.6065573771,3303264.0,32864.0,1017472.0,631636.996376856,712480.0,803368.0,891532.7999999999,968953.6,1017472.0,1097622.4,1326114.4,1829822.4000000013,2273346.4,950224.7741935484,944619.8032786886,1650751.2258064516,1541555.4098360655,888078.8196721311,2673720.0,19648.0,891176.0,284457.796145551,804368.0,825030.4,856895.2,874371.2000000001,891176.0,907115.2,926244.8,950662.4,1006451.2,1011499.0967741936,945446.950819672,809758.7096774194,830710.6885245901,37585.0,308.07377049180326,642.0,10.0,293.5,96.62214456432656,235.4,257.2,267.0,280.4,293.5,306.6,329.7,386.80000000000007,428.30000000000007,9133.0,17337.0,10563.0,20248.0,22984.0,188.39344262295083,432.0,2.0,181.0,57.315142246803305,154.1,164.0,170.0,176.0,181.0,189.6,200.0,220.8,248.0,5774.0,10897.0,6227.0,12087.0,504.569628944936,1430.0,70.0,185.0,531.5685853008383,70.0,71.0,72.0,72.0,185.0,351.0,913.7999999999992,1280.0,1280.0,403.1666484178255,415.4540001153602,605.5723752721765,580.5195574871592,589.1047014086942,1472.0,54.0,105.0,619.3554750975006,55.0,55.0,56.0,56.0,105.0,1228.0,1228.0,1228.0,1434.0,678.8290613093176,661.5612553913921,503.9047695519512,524.0480681724166,0.0032425633698666,1.020158,0.0,7.5e-05,0.0101973716172622,1E-06,4E-06,7E-06,2E-05,7.5e-05,0.00028,0.001026,0.006874,0.01196,0.0033942268695937,0.0035182329122685,0.0115485840196913,0.0060246786349269,0.0053052743064557,0.997975,0.0,0.000585,0.0185131222210227,0.000195,0.000255,0.000327,0.000392,0.000585,0.001711,0.0028006999999999,0.005488,0.0207423,0.0053679669206789,0.0055976869780673,0.01959145800546,0.0100931586828824,4.068200130108065,4.106561848932478
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,1,100,1,60,1,4,1,no,47,3,10,396,14,70,1305,23,52,1079275.037304,825537.142873,541509.600223,1,7,0,56.564134,8E-05,164206654.114327,199309196.7872602,1260104.6837606838,2894928.0,94936.0,1069976.0,537831.6438105672,774176.0,862014.4,932880.0,1001936.0,1069976.0,1132966.4,1451383.9999999995,1665350.4,2064976.0,969377.3333333334,973412.4745762713,1749072.0,1542412.4745762711,924400.8205128204,2619616.0,55208.0,912752.0,248648.68580762032,808257.6,846350.4,860179.2,896804.8,912752.0,928083.2,942996.8,953760.0,1005632.0,1031926.6666666666,971663.593220339,880338.4,878530.7118644068,36967.0,315.9572649572649,634.0,51.0,300.0,78.41227807686307,247.0,269.0,276.6,287.4,300.0,315.2,329.3999999999999,360.8,418.4000000000001,8964.0,17201.0,10906.0,20076.0,22710.0,194.1025641025641,430.0,9.0,184.0,47.29221482621604,162.0,169.2,174.8,180.0,184.0,190.0,200.2,216.0,246.4,5702.0,10811.0,6458.0,12085.0,498.7050162551385,1430.0,70.0,185.0,528.8834297547007,70.0,71.0,72.0,72.0,185.0,351.0,739.1999999999971,1280.0,1280.0,405.5293395805444,417.35463054473576,601.4139006051714,566.6114763897191,594.9549529849114,1472.0,54.0,105.0,620.2317554477892,55.0,55.0,56.0,57.0,105.0,1228.0,1228.0,1228.0,1434.0,678.6609961417047,662.8451577097401,511.19061628987305,536.1327265204799,0.0031637506918509,0.26801,0.0,7.9e-05,0.0064052769414295,1E-06,4E-06,7E-06,2.1e-05,7.9e-05,0.000301,0.0011205999999999,0.006906,0.011967,0.0033466473672467,0.0034298782047555,0.0107272465615257,0.005827423341303,0.0051499494861141,0.998061,0.0,0.000587,0.0131574565479977,0.000194,0.000256,0.000331,0.0004,0.000587,0.001705,0.0027807999999999,0.005359,0.021131,0.005260480007015,0.0054571655721024,0.0181150969340353,0.0096803720314439,4.159744127866963,4.041059947622943
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,1,100,1,60,0,6,1,no,46,4,10,394,30,56,1188,129,63,932331.180497,846768.143789,570457.346641,3,5,8,63.269902,7.2e-05,161092246.6255754,199170489.2601102,1229990.0,3399240.0,150056.0,1023416.0,635826.2952803505,663770.4,784889.6,864231.2,930027.2,1023416.0,1146417.6,1297298.4,1753323.2000000004,2192073.6,901660.9032258064,923273.5483870968,1605237.935483871,1536706.4516129033,876557.5483870967,2504768.0,124344.0,890588.0,263489.0879634222,753333.6,826772.8,848483.2,863708.8,890588.0,905523.2,925610.4,947816.0,967744.0,972429.1612903224,925651.3548387096,784960.5161290322,827463.7419354839,37631.0,303.4758064516129,603.0,54.0,293.5,94.75243325751909,220.7,248.6,263.9,278.0,293.5,301.0,319.4,377.4,424.7,8745.0,17205.0,10216.0,20426.0,23026.0,185.6935483870968,407.0,24.0,179.5,53.60987773381651,150.8,161.0,167.9,173.0,179.5,185.6,197.0,215.2,249.2,5541.0,10866.0,6025.0,12160.0,506.81418435961245,1430.0,70.0,185.0,531.8527604378946,70.0,71.0,72.0,72.0,185.0,351.0,970.0999999999984,1280.0,1280.0,399.53527730131503,415.8889857599535,608.8779365700861,583.0546852051307,589.6760392784531,1472.0,54.0,105.0,619.3506102985863,55.0,55.0,56.0,56.0,105.0,1228.0,1228.0,1228.0,1434.0,680.0510738133911,660.2059635560464,504.8501244813278,527.3720394736843,0.0032922026261449,1.027137,0.0,7.3e-05,0.0096240790805016,1E-06,4E-06,7E-06,1.9e-05,7.3e-05,0.000267,0.001147,0.006876,0.01196,0.0035430124642652,0.0036035851787271,0.012137399569303,0.0060704824243611,0.0053793624172686,0.998016,0.0,0.000584,0.0186307356170536,0.0001955999999999,0.000256,0.00033,0.000394,0.000584,0.001788,0.002865,0.0055248,0.0210648,0.0054368453347771,0.0057041695196024,0.0205805925311203,0.0101972097039473,4.05997985720956,4.036538166677373
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,1,100,1,60,1,6,1,no,47,6,7,400,41,39,1318,26,36,991263.574746,671017.078077,550316.868925,5,8,0,61.948474,2.9e-05,138259257.1039172,181994166.0677998,1159129.508196721,2859952.0,39904.0,1023244.0,529166.9380573,688112.0,784689.6,884954.4,961340.8,1023244.0,1114819.2,1261440.7999999996,1464563.2,1947480.0000000005,975438.7096774194,941080.131147541,1413459.8709677418,1377178.8852459015,884695.0163934426,2454168.0,22808.0,894136.0,271524.45298198034,766377.6,846468.8,858311.2,885457.6,894136.0,905264.0,932930.4,951841.6,983888.0,1027353.5483870968,940894.5573770492,797679.2258064516,828495.475409836,36306.0,297.59016393442624,593.0,31.0,293.5,87.918997191655,224.9,246.6,265.6,279.0,293.5,303.2,317.0,340.0,410.5000000000001,9311.0,17253.0,9655.0,19053.0,22330.0,183.0327868852459,400.0,4.0,181.5,52.202464364011526,151.3,162.0,168.3,176.0,181.5,185.6,191.0,205.40000000000003,237.6,5885.0,10861.0,5754.0,11469.0,487.0379646573621,1430.0,70.0,133.0,524.90484568251,70.0,71.0,72.0,72.0,133.0,351.0,590.0,1280.0,1280.0,405.9526366663087,415.91236306729263,567.2871051268772,551.1462236918071,603.7603713245092,1472.0,54.0,105.0,621.3403399015336,55.0,55.0,56.0,95.0,105.0,1228.0,1228.0,1228.0,1434.0,676.46474086661,660.5580517447748,537.1927354883559,550.8133228703462,0.0033554117389998,0.463972,0.0,7.6e-05,0.0079741500172518,1E-06,4E-06,7E-06,1.7e-05,7.6e-05,0.000297,0.001422,0.0070722,0.011973,0.0033285022016969,0.0035353864255491,0.012635914344899,0.0064031781346769,0.0054564636226348,0.998041,0.0,0.000591,0.0188725132593463,0.000197,0.000257,0.000332,0.000402,0.000591,0.001815,0.0028750999999999,0.0057176,0.0210658,0.0052663359388275,0.0056152656293159,0.021202159888773,0.0106371286075507,3.3285673638914655,3.476600486857272
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,2,0,1,60,1,4,1,no,35,2,23,320,56,104,1380,0,0,1060716.940583,837940.995858,554883.652512,7,14,0,59.596355,3.4e-05,165213349.5435618,201566127189,1248585.0,2671048.0,208160.0,1077860.0,545772.973946799,760791.2,820355.2000000001,904012.0,996446.4,1077860.0,1238636.7999999998,1368813.6,1634659.2000000002,2175917.6,961552.2666666668,1036475.4666666668,1555601.6,1460694.5333333334,903560.5333333332,2721056.0,162248.0,901988.0,255856.41789458573,754098.4,831289.6,857927.2,882492.8,901988.0,924734.4,944952.0,959804.8,995140.0,1029937.6,975192.1333333332,818134.9333333333,831928.9333333333,37400.0,311.6666666666667,658.0,67.0,301.5,81.57280320193871,241.9,261.8,275.0,290.0,301.5,311.4,322.3,361.4,417.2000000000001,8970.0,17988.0,9948.0,19412.0,22812.0,190.1,441.0,32.0,183.5,47.06598205356674,159.7,170.2,174.0,179.0,183.5,189.0,198.0,208.6,239.80000000000007,5668.0,11201.0,5869.0,11611.0,500.663295451521,1430.0,70.0,185.0,530.2770979756207,70.0,71.0,72.0,72.0,185.0,351.0,817.3999999999978,1280.0,1280.0,401.9867335562988,432.15287969757617,586.3998793727383,564.3524108798681,594.0831624416423,1472.0,54.0,105.0,620.0864654534992,55.0,55.0,56.0,57.0,105.0,1228.0,1228.0,1228.0,1434.0,681.4160197600564,652.9721453441657,522.7476571818027,537.3755059857032,0.0032067615308865,0.415988,0.0,7.5e-05,0.0073771268432268,1E-06,4E-06,8E-06,2.1e-05,7.5e-05,0.000288,0.0010743999999999,0.0069686,0.0119558,0.0033435544035674,0.003335315654881,0.0120626940088459,0.0061817267669482,0.0052568718094157,0.998282,0.0,0.000584,0.0161275678566479,0.000196,0.000256,0.000327,0.000396,0.000584,0.0017307999999999,0.002765,0.0055544,0.021026,0.00529286450247,0.0053545178109097,0.0204461698756176,0.0103349040564981,4.1919917498093335,4.114634504791931
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,2,50,1,60,1,2,1,no,46,3,11,389,38,53,1365,9,6,792184.036509,652497.712678,552554.724742,6,10,0,57.119109,7.9e-05,127231147.34651949,172163810.15241438,1193051.7966101696,2612104.0,298520.0,1045388.0,483886.70924066025,756600.0,844990.4,898098.4,986028.8,1045388.0,1098588.8,1233998.4,1525182.4,2070948.0,954597.0666666668,981702.5084745764,1382912.2666666666,1404401.0847457626,920019.3220338984,2663000.0,348104.0,899824.0,244058.8116382037,799179.2,847020.8,872119.2,885792.0,899824.0,921758.4,946968.0,960428.8,1001940.8,1023958.4,978751.7288135592,827947.4666666667,861286.9152542372,36391.0,308.39830508474574,640.0,101.0,292.5,75.51856207228953,246.1,264.4,272.0,281.0,292.5,307.0,318.79999999999995,341.40000000000003,423.6,8892.0,17369.0,9430.0,19022.0,22469.0,190.4152542372881,429.0,69.0,183.0,44.24724951160403,160.20000000000002,169.0,173.0,177.0,183.0,187.0,193.9,209.00000000000009,241.6,5636.0,10906.0,5721.0,11563.0,483.67709990673177,1430.0,70.0,104.0,523.7300653802446,70.0,71.0,72.0,72.0,104.0,349.0,590.0,1280.0,1280.0,402.57973459289246,416.8378144970925,549.9386002120891,544.4988960151404,603.7608386638237,1472.0,54.0,105.0,621.3419932831395,55.0,55.0,56.0,95.0,105.0,1228.0,1228.0,1228.0,1434.0,681.306600425834,661.8644782688428,542.7028491522461,549.3376286430857,0.0032424357272178,0.275999,0.0,8.5e-05,0.0065508595779601,1E-06,4E-06,7E-06,1.9e-05,8.5e-05,0.000342,0.0012421999999999,0.0070544,0.011966,0.0033732908232118,0.0033961369105878,0.0125126327677624,0.0062030347492377,0.0052503469705046,998,0.0,0.000592,0.0135428831594352,0.000193,0.000257,0.000329,0.000403,0.000592,0.001732,0.00281,0.0055945999999999,0.0211139,0.0053228836053938,0.005409046121401,0.0206257390316378,0.0102049513966963,2.9753023108596315,3.156136868337858
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,2,50,1,60,0,4,1,no,47,2,11,383,42,55,1290,66,24,944779.819222,740825.092451,560415.504635,2,9,4,60.801016,4.2e-05,146359300.1757125,188137035.8776527,1197861.685950413,2879520.0,40392.0,1026848.0,555499.4981082161,709720.0,768352.0,918128.0,947880.0,1026848.0,1090712.0,1346344.0,1557944.0,2093184.0,1001385.8064516129,965938.6229508196,1621226.838709677,1425472.3934426229,893544.3966942149,2719040.0,41792.0,907704.0,277895.2343007149,727592.0,836392.0,862328.0,890304.0,907704.0,923824.0,947672.0,956832.0,978680.0,1048211.3548387096,970243.1475409836,835202.5806451613,817641.4426229508,36702.0,303.3223140495868,658.0,27.0,294.0,88.57328430269386,237.0,254.0,270.0,282.0,294.0,302.0,327.0,354.0,421.0,9482.0,17711.0,10567.0,19283.0,22573.0,186.5537190082645,440.0,5.0,182.0,53.17318506668487,152.0,166.0,172.0,177.0,182.0,185.0,194.0,213.0,247.0,6016.0,11176.0,6279.0,11575.0,493.659516918666,1430.0,70.0,185.0,526.9332575070101,70.0,71.0,72.0,72.0,185.0,351.0,621.0,1280.0,1280.0,409.2353933769247,415.8591835582407,594.5163244061702,563.6688793237566,598.5649936216073,1472.0,54.0,105.0,620.596275509285,55.0,55.0,56.0,58.0,105.0,1228.0,1228.0,1228.0,1434.0,675.1693816489362,661.9634931997136,515.4339863035515,538.6190928725701,0.003292767763923,1.016172,0.0,7.6e-05,0.0090251430864395,1E-06,4E-06,7E-06,1.8e-05,7.6e-05,0.000287,0.00105,0.00708,0.011966,0.0032689890318498,0.0034440139461351,0.0114504331409103,0.006274787481201,0.00535485285708,0.998115,0.0,0.000587,0.0187212648945019,0.000194,0.000254,0.000327,0.000394,0.000587,0.001707,0.0027521999999999,0.0055218,0.0209457999999999,0.0051525999002659,0.0054562413206871,0.01927035913362,0.0104534414686825,3.588037228470788,3.6768543031283727
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,2,50,1,60,1,6,1,no,44,4,12,370,48,62,1360,6,14,869682.187735,718159.792383,552250.290323,6,8,0,59.846312,3.2e-05,139941398.04867607,181680268.8788412,1184729.6666666667,2867136.0,86872.0,1009368.0,544346.9069411731,732572.0,799665.6,896415.2,951300.8,1009368.0,1122110.4,1249650.4,1512457.6,2048726.4,908132.0,937104.8,1486868.2666666666,1432354.5333333334,899310.8666666667,2620480.0,92080.0,900236.0,266688.34636265767,782510.4,838420.8,862868.8,884342.4,900236.0,923980.8,940629.6,955619.2,983736.0,991221.8666666668,940297.2,837236.2666666667,858324.5333333333,36323.0,302.69166666666666,623.0,42.0,290.0,85.42343509768786,236.6,252.0,266.7,278.6,290.0,307.4,318.0,351.20000000000005,416.0,8560.0,16877.0,9795.0,19446.0,22407.0,186725,423.0,16.0,183.0,51.50727497159989,151.8,163.0,169.39999999999998,176.6,183.0,187.4,196.0,212.2,244.2,5436.0,10669.0,5844.0,11738.0,489.4263758462546,1430.0,70.0,167.0,525.347100948596,70.0,71.0,72.0,72.0,167.0,351.0,591.0,1280.0,1280.0,397.83820093457945,416.441666172898,569.245125063808,552.4354108814152,601.86854106708,1472.0,54.0,105.0,621.216321836963,55.0,55.0,56.0,95.0,105.0,1228.0,1228.0,1228.0,1434.0,683.789919058131,661.0018745899334,537.2409308692676,548.426818878855,0.0032987677986459,0.3,0.0,7.8e-05,0.0072148419246492,1E-06,4E-06,7E-06,1.7e-05,7.8e-05,0.000303,0.001141,0.00711,0.011977,0.0035040185747663,0.0035546617882325,0.0122494862685043,0.0061700976036202,0.0053502185521363,0.998041,0.0,0.000588,0.0166110697859621,0.000195,0.0002558,0.000331,0.000403,0.000588,0.0017223999999999,0.002812,0.0056494,0.0211176,0.0055177119205298,0.0056221894273127,0.0205332046543463,0.0102228699948883,3.3824516308356385,3.466367629585104
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,2,100,1,60,0,2,1,no,50,5,5,393,26,61,1239,93,48,895521.228147,778000.675665,574161.215155,6,9,6,59.824958,3.5e-05,149643724.7304267,191533940.2898963,1241830.4666666666,3313976.0,51728.0,1052196.0,621298.8906710808,683535.2,800262.4,902492.0,1003441.6,1052196.0,1118019.2,1338630.4,1701416.0,2185972.0000000005,900861.8666666668,936122.2666666668,1717943.4666666666,1547538.6666666667,900757.8666666668,2489416.0,97448.0,893796.0,250758.16872141085,805288.8,848491.2,863344.8,878673.6,893796.0,907112.0,923456.8,946884.8,968600.0,983899.2,931210.5333333332,861537.3333333334,870305.2,37173.0,309775,599.0,15.0,296.5,90.38938566926244,236.8,251.6,268.79999999999995,282.6,296.5,306.0,326.3,371.6,422.1000000000001,8496.0,16799.0,10745.0,20374.0,22783.0,189.8583333333333,405.0,15.0,182.5,51.016548921785066,156.9,165.8,172.0,176.0,182.5,188.4,194.3,213.2,247.2,5405.0,10563.0,6329.0,12220.0,501.02226315367983,1430.0,70.0,185.0,530.237208245916,70.0,71.0,72.0,72.0,185.0,351.0,816.0,1280.0,1280.0,397.6261770244821,417.9366033692482,599.5614704513728,569.6740944340827,593.1021528806764,1472.0,54.0,105.0,620.0535146627726,55.0,55.0,56.0,57.0,105.0,1228.0,1228.0,1228.0,1434.0,682.6312673450509,661.1832812647922,510.4700584610523,534.1480360065466,0.0032267072688929,1.027206,0.0,7.3e-05,0.0085488558563955,1E-06,4E-06,7E-06,1.9e-05,7.3e-05,0.000278,0.001089,0.006951,0.011966,0.003530106638418,0.0035706808738615,0.0111673033969288,0.0058895000981643,0.0052676178418896,0.998072,0.0,0.000586,0.0159941846381832,0.000194,0.000256,0.000329,0.000398,0.000586,0.001709,0.0028154999999999,0.005509,0.0211135,0.0055481383903792,0.0056801862160371,0.0189585915626481,0.0098190610474631,3.693247680671978,3.787591319069821
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,2,100,1,60,1,6,1,no,48,2,10,395,22,63,1306,24,50,949971.145439,809493.933351,554587.252646,4,10,0,60.042602,8.1e-05,156465650.52745047,194142983.59173948,1225511.8666666667,2538520.0,204704.0,1051256.0,535303.1827052612,676086.4,816920.0,914784.8,979240.0,1051256.0,1140801.6,1329664.8,1853358.4,2062765.6,980930.6666666666,957998.0,1673766.1333333333,1493025.7333333334,899217.0666666667,2708496.0,258752.0,908504.0,270351.21075605013,717942.4,826728.0,864863.2,893160.0,908504.0,917328.0,937687.2,956057.6,988056.0,1038796.0,953450.1333333332,838805.8666666667,844984.0,36911.0,307.59166666666664,650.0,75.0,292.0,84.67737752132436,225.8,259.8,273.0,285.0,292.0,303.4,326.9,386.4,420.0,9049.0,17221.0,10414.0,19690.0,22652.0,188.76666666666668,438.0,46.0,182.5,50.26923070383668,152.7,166.8,171.7,178.0,182.5,188.0,196.2,222.2,243.2,5725.0,10776.0,6193.0,11876.0,498.013849374631,1430.0,70.0,185.0,528.8047726168635,70.0,71.0,72.0,72.0,185.0,351.0,735.8999999999978,1280.0,1280.0,406.5079014255719,417.2222867429301,602.7101017860572,568.6994921279837,595.3278494858893,1472.0,54.0,105.0,620.3433696924,55.0,55.0,56.0,57.0,105.0,1228.0,1228.0,1228.0,1434.0,680.4340611353712,663.5927988121753,507.91571128693687,533.6291680700573,0.0032467051371517,0.5,0.0,7.4e-05,0.0082187682572641,1E-06,4E-06,7E-06,1.8e-05,7.4e-05,0.000287,0.0010868999999999,0.0068706,0.0119563,0.0033152162669908,0.0034840952325648,0.0115213789130017,0.0060936333164042,0.0052930283089039,0.998099,0.0,0.000587,0.017504254903826,0.000197,0.000257,0.000331,0.000395,0.000587,0.001716,0.00275,0.0054622,0.0204686,0.0052400901310043,0.0055660722902746,0.0193741303084127,0.0101030640788144,3.9117754276277266,3.8726445424301192
