Type,Mobility,Delay,Tp_type,Ap_type,Server_type,V_id,Tile_scheme,VP_trace,VP_error,Thread,Total_seg,Algo,Buffer_time,Host_num,Bg_traffic,til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1,TP_D_avg,TP_D_max,TP_D_min,TP_D_medn,TP_D_std,TP_D_10p,TP_D_20p,TP_D_30p,TP_D_40p,TP_D_50p,TP_D_60p,TP_D_70p,TP_D_80p,TP_D_90p,TP_D_F25_avg,TP_D_F50_avg,TP_D_L25_avg,TP_D_L50_avg,TP_U_avg,TP_U_max,TP_U_min,TP_U_medn,TP_U_std,TP_U_10p,TP_U_20p,TP_U_30p,TP_U_40p,TP_U_50p,TP_U_60p,TP_U_70p,TP_U_80p,TP_U_90p,TP_U_F25_avg,TP_U_F50_avg,TP_U_L25_avg,TP_U_L50_avg,PC_D_total,PC_D_avg,PC_D_max,PC_D_min,PC_D_medn,PC_D_std,PC_D_10p,PC_D_20p,PC_D_30p,PC_D_40p,PC_D_50p,PC_D_60p,PC_D_70p,PC_D_80p,PC_D_90p,PC_D_F25_total,TP_D_F50_total,PC_D_L25_total,PC_D_L50_total,PC_U_total,PC_U_avg,PC_U_max,PC_U_min,PC_U_medn,PC_U_std,PC_U_10p,PC_U_20p,PC_U_30p,PC_U_40p,PC_U_50p,PC_U_60p,PC_U_70p,PC_U_80p,PC_U_90p,PC_U_F25_total,TP_U_F50_total,PC_U_L25_total,PC_U_L50_total,PS_D_avg,PS_D_max,PS_D_min,PS_D_medn,PS_D_std,PS_D_10p,PS_D_20p,PS_D_30p,PS_D_40p,PS_D_50p,PS_D_60p,PS_D_70p,PS_D_80p,PS_D_90p,PS_D_F25_avg,PS_D_F50_avg,PS_D_L25_avg,PS_D_L50_avg,PS_U_avg,PS_U_max,PS_U_min,PS_U_medn,PS_U_std,PS_U_10p,PS_U_20p,PS_U_30p,PS_U_40p,PS_U_50p,PS_U_60p,PS_U_70p,PS_U_80p,PS_U_90p,PS_U_F25_avg,PS_U_F50_avg,PS_U_L25_avg,PS_U_L50_avg,IAT_D_avg,IAT_D_max,IAT_D_min,IAT_D_medn,IAT_D_std,IAT_D_10p,IAT_D_20p,IAT_D_30p,IAT_D_40p,IAT_D_50p,IAT_D_60p,IAT_D_70p,IAT_D_80p,IAT_D_90p,IAT_D_F25_avg,IAT_D_F50_avg,IAT_D_L25_avg,IAT_D_L50_avg,IAT_U_avg,IAT_U_max,IAT_U_min,IAT_U_medn,IAT_U_std,IAT_U_10p,IAT_U_20p,IAT_U_30p,IAT_U_40p,IAT_U_50p,IAT_U_60p,IAT_U_70p,IAT_U_80p,IAT_U_90p,IAT_U_F25_avg,IAT_U_F50_avg,IAT_U_L25_avg,IAT_U_L50_avg,nQoE,nQoE1
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,50,1,60,1,4,1,no,59,0,1,472,0,8,2340,0,0,295703.489564,258056.375047,292512.891666,2,2,0,183.639461,4.1e-05,49578872.9185781,105640183.766253,716738.2995951417,1991584.0,52472.0,702848.0,251649.34381943528,488195.2,564481.6,613398.4,663771.2000000001,702848.0,741472.0,794028.7999999999,858944.0,985411.2,737714.9677419355,693866.2580645161,704822.7096774194,735188.9677419355,662473.036437247,2615936.0,42248.0,687584.0,242398.535429284,453745.6,548520.0,597260.8,656966.4,687584.0,711342.4,738483.2,772614.4,803600.0,817828.3870967742,750175.2903225806,566611.2258064516,571130.6451612903,51524.0,208.5991902834008,659.0,30.0,214.0,63.15931016788278,155.0,183.2,194.0,204.0,214.0,221.0,230.0,239.0,250.0,14852.0,27561.0,11846.0,24020.0,32872.0,133.085020242915,425.0,6.0,138.0,40.03718992669579,102.6,122.0,129.0,134.0,138.0,142.0,146.0,150.0,155.0,9254.0,17274.0,7729.0,15637.0,429.4701955914312,1430.0,70.0,84.0,498.4845299225576,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,384.950915701589,390.2226697144516,461.1156508526085,474.4141965029143,622.1063292679218,1472.0,54.0,107.0,622.5465796807207,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,684.9113896693322,673.1340164408938,568.1507310130677,566.1268146063823,0.0047932012185656,1.035989,0.0,0.0002334999999999,0.0113150158857299,1E-06,4E-06,7E-06,2.5e-05,0.0002334999999999,0.000977,0.004401,0.009717,0.0159074999999999,0.0041716397118233,0.0044988647364028,0.0208508044065507,0.0102830403413821,0.0075126720399038,0.999183,0.0,0.002474,0.023307792261589,0.000232,0.000306,0.000394,0.000596,0.002474,0.003379,0.0063485999999999,0.0105092,0.0252592,0.006698220769397,0.0071783948130137,0.0319575563462284,0.0157958657670908,0.4878556452669408,0.9875071450358206
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,50,1,60,0,6,1,no,60,0,0,480,0,0,2340,0,0,273559.404211,240113.514858,290919.88943,0,0,0,179.163682,4.1e-05,46065070.712454304,102614876.12580311,729042.7438016529,1857112.0,132904.0,698648.0,222941.537032074,512179.2,574814.4,612164.8,653934.4,698648.0,729044.7999999999,774664.7999999999,844147.2000000001,996912.8,718291.5409836066,685404.4297520661,769049.7049180327,772681.0578512397,675519.2727272727,2445936.0,99232.0,678624.0,209328.18314466075,515204.8,582625.6,621540.0,652680.0,678624.0,697411.2,725869.6,750656.0,785823.2,806505.1803278689,739852.561983471,603228.9836065574,611185.9834710744,51338.0,212.1404958677686,609.0,46.0,211.5,52.50309802510185,172.1,181.0,192.3,202.0,211.5,219.6,228.0,236.8,248.9,14311.0,26619.0,12439.0,24719.0,32774.0,135.4297520661157,396.0,19.0,134.0,32.479701594088084,112.0,121.0,127.0,130.4,134.0,139.0,143.7,149.0,154.0,8958.0,16617.0,8131.0,16157.0,429.60300667068594,1430.0,70.0,84.0,498.4559041277881,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,382.7107120396897,389.44896502498216,471.42085376637993,472.7861563979125,623.3293221629855,1472.0,54.0,107.0,622.7054769910989,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,686.4927439160527,673.423000541614,565.6894600910097,572.1475521445813,0.0047144876796514,0.299964,0.0,0.000233,0.0090724738964807,1E-06,4E-06,7E-06,2.5e-05,0.000233,0.0009637999999999,0.0045275999999999,0.0097418,0.015912,0.0042618821186499,0.0045454073030542,0.0194533951282257,0.0097892625915287,0.0073846725971058,0.998092,0.0,0.002351,0.0162834301825053,0.000231,0.000301,0.000394,0.000596,0.002351,0.003361,0.0063418,0.0105726,0.0253026,0.0068070125027908,0.007281133357405,0.0297612991022014,0.0149773548926162,0.3752975052051752,0.8888839576417975
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,50,1,60,1,6,1,no,60,0,0,480,0,0,2331,0,9,272355.601336,248578.459752,296165.261053,2,2,0,185.386818,8.1e-05,47233434.2967973,104604339.5151723,713355.0967741936,2093000.0,102264.0,669056.0,264696.1444299622,488045.6,542516.8,600525.6,643785.6,669056.0,719624.0,759057.6,831216.0,1043696.0,710366.3225806452,669845.4193548387,728565.9354838709,756864.7741935484,658123.8709677419,2716552.0,57008.0,671560.0,232667.70710229944,473858.4,563928.0,608604.7999999999,636774.4,671560.0,693081.6,718765.6,736356.8,780375.2000000001,792873.8064516129,725536.1290322581,580300.0,590711.6129032258,51330.0,206.9758064516129,672.0,33.0,210.0,61.51015700412588,162.0,177.8,191.0,199.0,210.0,215.0,222.9,233.6,248.0,14353.0,26649.0,12093.0,24681.0,32798.0,132.25,443.0,13.0,134.0,38.95046999592208,105.0,118.0,125.1,130.0,134.0,138.0,142.0,146.60000000000002,156.3,8952.0,16697.0,7960.0,16101.0,431.0532102962603,1430.0,70.0,84.0,499.4595514755089,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,383.5671288232425,389.6057638185298,466.9135863722815,475.321259268263,621.65820668693,1472.0,54.0,107.0,622.5928131522892,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,686.4133154602323,673.5227885248847,564.9905778894472,568.662194894727,0.0048297049052938,0.442765,0.0,0.000231,0.0102087232436404,1E-06,4E-06,7E-06,2.3e-05,0.000231,0.00096,0.0045445999999999,0.0100574,0.015942,0.0043193521215076,0.0046530707343615,0.020507237244687,0.010047972934646,0.0075561203951367,0.998101,0.0,0.0023915,0.0215515294119899,0.000232,0.000303,0.0004,0.000596,0.0023915,0.0033323999999999,0.0064010999999999,0.010555,0.0253221,0.0069222650804289,0.0074249079475354,0.0311556141959799,0.0154026885907707,0.41272386680866946,0.953739253030576
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,100,1,60,0,2,1,no,59,1,0,477,2,1,2326,5,9,271503.713559,251544.236011,290171.82793,4,4,0,191.023249,8.1e-05,47624700.55475661,103450785.36173452,695570.84375,2028136.0,54216.0,659840.0,249477.62455210905,459676.0,543352.0,586560.0,627824.0,659840.0,707480.0,754012.0,831256.0,962128.0,680080.0,648503.8125,705020625,742637875,640383.28125,2719544.0,75304.0,662716.0,238299.0990021435,433088.0,539824.0,589036.0,618024.0,662716.0,689224.0,715100.0,739824.0,773248.0,759417.5,700277.4375,557911125,580489125,51637.0,201.70703125,662.0,26.0,203.0,61.84270076623048,149.0,174.0,186.0,195.0,203.0,214.0,220.0,233.0,245.5,14191.0,26571.0,12032.0,25066.0,32991.0,128.87109375,449.0,12.0,132.0,39.50211357546215,95.5,114.0,123.0,128.0,132.0,138.0,141.0,145.0,152.5,8848.0,16653.0,7958.0,16338.0,431.1061453595277,1430.0,70.0,84.0,499.2460134048986,70.0,71.0,72.0,72.0,84.0,194.0,577.0,1280.0,1280.0,383.3866535127898,390.5032177938354,468.7637134308511,474.03678289316207,620.9515298394426,1472.0,54.0,107.0,622.68268730178,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,686.6342676311031,672.8180508016574,560.8556169891932,568.4799853103195,0.0049619342301364,0.532059,0.0,0.00025,0.0110339471851127,1E-06,4E-06,7E-06,2.5e-05,0.00025,0.00104,0.004772,0.0103222,0.015959,0.0045097733774927,0.0048169643972752,0.0212765536070478,0.0102130173541849,0.0077651965162072,0.998089,0.0,0.002561,0.0231580700325916,0.000231,0.000306,0.000407,0.000601,0.002561,0.003472,0.0070100999999999,0.0112236,0.025389,0.0072332619801085,0.0076847168678316,0.0321669678311133,0.0156680579018239,0.42525735608364196,0.916134089865507
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,100,1,60,1,2,1,no,60,0,0,480,0,0,2340,0,0,284863.490876,237095.680582,287205.691373,0,0,0,190.146567,7.8e-05,46105226.9900817,101930766.1032966,696105.1699604744,1980776.0,60264.0,653816.0,255448.6227405392,484886.4,557539.2,584580.8,625083.2,653816.0,707569.6,757268.7999999999,829454.4000000001,972766.4000000004,684182875,669724.8503937008,689525.5,720912.0,645878.5138339921,2606384.0,65920.0,671848.0,233866.98188866305,465587.2,557464.0,598624.0,628617.6,671848.0,693419.2,712438.3999999999,736841.6,775476.8,767195875,727994.4566929134,554525625,563961.6377952755,51228.0,202.4822134387352,647.0,18.0,208.0,61.769403184782725,151.4,178.0,190.6,200.0,208.0,212.2,220.0,231.0,245.0,14312.0,27246.0,11896.0,24148.0,32708.0,129.2806324110672,421.0,12.0,133.0,39.08656022360999,99.2,115.0,125.0,129.0,133.0,138.0,141.0,145.0,151.8,8946.0,17169.0,7802.0,15658.0,429.8084828901779,1430.0,70.0,84.0,498.5848414627093,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,382.4387227501397,390.2180870586509,463.7024209818426,473.93067748881896,624.1757802974885,1472.0,54.0,107.0,622.9085634131351,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,686.0682986809747,673.1266818102393,568.5984362983851,571.777430067697,0.0049409945497722,1.023933,0.0,0.000238,0.013008513900941,1E-06,4E-06,7E-06,2.5e-05,0.000238,0.0009927999999999,0.0046710999999999,0.0100908,0.0159507,0.0044713839435438,0.0046610723041914,0.0212668408708809,0.0104766580669206,0.0077370421238722,0.998125,0.0,0.002506,0.0236335203871165,0.000231,0.000302,0.000402,0.000598,0.002506,0.003406,0.0066062999999999,0.0105566,0.0255006,0.0071536832103733,0.0073969323198788,0.0324270225583183,0.0161575954783497,0.37658383712040544,0.8665823873665324
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,100,1,60,0,4,1,no,60,0,0,480,0,0,2339,0,1,275942.074215,235875.375995,290166.377286,2,0,0,186.288561,8.6e-05,45554818.8190788,102131733.05617791,707906.1204819278,1989008.0,17232.0,676152.0,245639.2973035068,498932.8,571481.6,607678.4,643283.2,676152.0,710985.6,764582.4,835025.6,980268.8000000002,703896.380952381,682014336,696639.3650793651,731879168,655349.0763052208,2604064.0,10696.0,672712.0,232763.57164453607,493784.0,561358.4,603824.0,643488.0,672712.0,695702.4,716998.4,737315.2,779339.2000000001,789856.0,738877952,557386.6666666666,572052416,51176.0,205.5261044176707,651.0,12.0,209.0,60.20460696728683,161.8,183.0,190.4,198.2,209.0,213.0,221.6,230.4,245.2,14424.0,27272.0,11798.0,24074.0,32656.0,131.14859437751005,424.0,3.0,133.0,37.835593514288135,108.8,119.0,125.0,129.0,133.0,137.0,140.6,144.0,152.0,9065.0,17132.0,7722.0,15650.0,430.7473288830936,1430.0,70.0,84.0,498.8208375612864,70.0,71.0,72.0,72.0,84.0,195.0,577.0,1280.0,1280.0,384.3028286189684,390.7477999413318,464.9970333954908,475.0191908282795,624.219846909213,1472.0,54.0,107.0,622.9686469212736,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,686.1683397683398,673.8832593976185,568.4304584304584,571.1385942492013,0.0048636507989023,0.519993,0.0,0.000236,0.0103485619349635,1E-06,4E-06,7E-06,2.5e-05,0.000236,0.000959,0.0046993999999999,0.0102304,0.015931,0.0043663089295618,0.0045799276914051,0.0211052428377691,0.0103430944172135,0.007620960629441,0.998365,0.0,0.002465,0.0216011804507158,0.000231,0.000303,0.0004,0.000596,0.002465,0.003386,0.006423,0.010914,0.025456,0.0069489182570325,0.0072958945248657,0.0322436533281533,0.0159096160383386,0.35895253166589985,0.8731337876899298
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,100,1,60,1,4,1,no,60,0,0,480,0,0,2340,0,0,264363.909642,242183.5487,284169.362892,0,0,0,188.141394,7.7e-05,45976906.2095093,100847726.7887186,703279.96812749,1949600.0,141656.0,656384.0,232370.1336372568,506216.0,553936.0,584512.0,623760.0,656384.0,702616.0,745288.0,823896.0,945704.0,664961.5238095238,659597.8412698413,734310.0952380953,745762.0317460317,651848.3505976095,2546472.0,25456.0,663752.0,215648.4557604,480400.0,564112.0,589848.0,627016.0,663752.0,682872.0,705600.0,725632.0,779816.0,755111.873015873,715368.0634920635,579800.0,589354.1587301587,51349.0,204.5776892430279,638.0,41.0,200.0,54.78328310541285,163.0,179.0,187.0,194.0,200.0,209.0,217.0,228.0,250.0,13812.0,26630.0,12349.0,24916.0,32865.0,130.93625498007967,414.0,10.0,132.0,34.418850811061496,108.0,117.0,122.0,126.0,132.0,135.0,139.0,146.0,151.0,8641.0,16750.0,8168.0,16255.0,429.6880514634431,1430.0,70.0,84.0,498.485423941628,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,379.13205907906166,390.1113781449493,468.27208680864845,471.414031144646,622.0746522505011,1472.0,54.0,107.0,622.7471302961358,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,688.1733595648652,672.6595223880597,559.0015915768854,571.0444786219625,0.0048906850973685,0.443943,0.0,0.000255,0.0098036481278143,1E-06,4E-06,7E-06,2.7e-05,0.000255,0.001025,0.0049170999999999,0.010866,0.015934,0.0045607326962061,0.004731190874953,0.0203248529435581,0.0100735113581634,0.0076424031160784,0.998079,0.0,0.0025915,0.0189442193265053,0.000232,0.000304,0.000406,0.000599,0.0025915,0.003487,0.0067715,0.011058,0.0257179999999999,0.0072905649809049,0.0075222574925373,0.0307294120959843,0.0154412696401107,0.37247331878578455,0.8312759650217171
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,100,1,60,0,6,1,no,59,0,1,472,8,0,2340,0,0,301821.898766,235053.274114,290992.612463,2,2,0,184.834386,7.2e-05,46523394.4323363,103333108.7912188,710530.4193548387,2021272.0,62712.0,680496.0,252698.865534974,485862.4,563168.0,606600.8,643731.2,680496.0,733692.7999999999,774510.3999999999,830766.4,942820.0,686330.3225806452,663127.2903225806,742352.5161290322,757933.5483870967,659462.4516129033,2676088.0,68264.0,674404.0,231504.64328135693,486400.8000000001,567483.2,613172.8,641238.4,674404.0,692628.7999999999,723511.2,744400.0,783079.2000000001,771905.2903225806,716719.5483870967,589251.0967741936,602205.3548387097,51325.0,206.9556451612904,657.0,33.0,210.0,60.406503071221096,166.0,179.4,194.0,204.8,210.0,215.0,224.0,235.0,248.0,13981.0,26339.0,12341.0,24986.0,32811.0,132.30241935483872,437.0,11.0,135.0,38.63833121795003,106.7,118.0,127.1,132.0,135.0,140.0,143.89999999999998,148.0,153.0,8714.0,16509.0,8123.0,16302.0,429.1969089422665,1430.0,70.0,84.0,498.654843336459,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,380.44918103139975,390.2377842742701,466.1884774329471,470.1821019771072,622.9001156843643,1472.0,54.0,107.0,622.7718932955272,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,686.512049575396,672.9149554788297,562.1932783454389,572.5790087105877,0.004832886265426,0.451962,0.0,0.000239,0.0103453134530542,1E-06,4E-06,7E-06,2.4e-05,0.000239,0.000979,0.0046200999999999,0.0098984,0.015931,0.0044336329304055,0.0047073688826455,0.0200923259055181,0.009923933162571,0.0075582758463224,0.998095,0.0,0.0025005,0.0219143253585157,0.000231,0.000304,0.000402,0.000598,0.0025005,0.0033862,0.006352,0.010518,0.0253293,0.0071088128299288,0.0075106179659579,0.0305255942385818,0.0152103669488406,0.3899790559669683,0.9122979053034199
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,100,1,60,1,6,1,no,60,0,0,480,0,0,2340,0,0,242580.995752,236970.091806,289371.073179,0,0,0,189.828193,3E-05,44311278.7802906,100649545.4974912,699354.3174603175,1935312.0,75928.0,681160.0,248464.91417417824,468004.8,558849.6,591680.8,638443.2000000001,681160.0,718435.2,759064.7999999999,831129.6000000001,942408.8,666199.4920634921,663752.6349206349,757123.4285714285,734956.0,648489.8339920948,2553472.0,55216.0,679200.0,235585.56895357987,448211.2,539539.2,599865.6,636774.4,679200.0,696603.2,716012.8,738500.8,786964.8,752898875,717396.8503937008,597053.25,579656.2519685039,51209.0,203.21031746031747,633.0,27.0,208.5,61.03017251361884,153.5,176.2,189.0,200.0,208.5,214.0,222.0,232.0,243.9,13809.0,26757.0,12615.0,24452.0,32984.0,130.37154150197628,413.0,9.0,134.0,39.142037645765285,102.0,115.0,126.6,131.0,134.0,138.0,141.0,145.60000000000002,153.0,8776.0,16936.0,8507.0,16183.0,430.3710285825394,1430.0,70.0,84.0,498.8960902308316,70.0,71.0,72.0,72.0,84.0,187.0,577.0,1280.0,1280.0,382.1029192414234,390.7547190802893,472.6291679650981,473.3870222510437,621.7536759132939,1472.0,54.0,107.0,622.3901315177852,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,686.3253190519599,672.4536490316485,561.4700834606795,568.6240499289378,0.0049191965584289,1.015926,0.0,0.000241,0.0119090171780084,1E-06,4E-06,7E-06,2.7e-05,0.000241,0.0009983999999999,0.0046315999999999,0.0100414,0.015951,0.0045454729739328,0.0047097962544038,0.0197097443907759,0.0102538920682527,0.0076701533424283,0.998104,0.0,0.002559,0.0233034928648513,0.00023,0.000304,0.000396,0.000599,0.002559,0.0034963999999999,0.0065355999999999,0.010576,0.0252856,0.0072903114175022,0.0074966820973075,0.0297402104149524,0.0156336878205524,0.3191180317004787,0.8248153755724396
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,2,0,1,60,0,2,1,no,60,0,0,480,0,0,2340,0,0,220388.159178,234274.330898,294880.461746,0,0,0,193.097711,7.9e-05,42990976.01434279,100747836.1798948,685650.0155038759,1999304.0,33840.0,681472.0,277975.5856667262,345609.60000000003,545236.8,597940.0,630425.6,681472.0,716336.0,769732.7999999999,841256.0000000002,947324.0,637159.0153846154,644173.2093023256,663825.9692307692,727126.8217054263,635595.9379844961,2608608.0,9824.0,678616.0,253943.2357478216,347531.20000000007,528648.0,591661.6,641827.2000000001,678616.0,701648.0,728576.8,748136.0,786991.2,724864.4923076923,696898.1085271317,533883.6923076923,574293.7674418605,51509.0,199.64728682170545,656.0,21.0,208.5,68.529202260103,113.4,177.4,187.1,197.8,208.5,218.2,226.9,236.0,245.3,13701.0,26680.0,11621.0,24829.0,32913.0,127.56976744186046,421.0,1.0,136.0,44.233929074198976,76.30000000000003,114.0,124.0,129.0,136.0,141.0,145.0,148.0,154.0,8564.0,16764.0,7668.0,16149.0,429.3391533775657,1430.0,70.0,84.0,498.4445146390523,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,377.84957302386687,389.32882308845575,464.1240857069099,472.2268315276491,622.5760684798446,1472.0,54.0,107.0,622.5390904812009,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,687.7071461933676,670.3341684562157,565.702269170579,573.4402749396247,0.0050081475769215,1.017061,0.0,0.000251,0.0137999078847351,1E-06,4E-06,7E-06,2.9e-05,0.000251,0.001031,0.00451,0.009751,0.0159365,0.004744152762572,0.0048349292728635,0.0222004669133465,0.0103907376857706,0.0078359952950461,0.998174,0.0,0.0024875,0.0285949526787516,0.000232,0.000306,0.000396,0.000597,0.0024875,0.0034137999999999,0.0065490999999999,0.0108766,0.0252447,0.0075881649929939,0.0076940676449534,0.0336463145539906,0.0159762177224595,0.2768245800672326,0.8280195919834145
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,2,0,1,60,1,2,1,no,60,0,0,480,0,0,2340,0,0,226946.478716,236360.794736,302191.805191,0,0,0,177.592749,7.2e-05,43566942.8989124,102934507.1663152,733455.4333333333,2025048.0,48632.0,703528.0,254219.68646968625,513889.6,562908.8,613549.6,651508.8,703528.0,749664.0,811604.8,881732.8000000002,1012935.1999999998,684080.4,681089.3333333334,779136.9333333333,785821.5333333333,679432.1333333333,2728464.0,9824.0,687216.0,231538.04491871787,502440.8000000001,583206.4,625432.8,656817.6,687216.0,720968.0,740574.4,774398.4,805388.8,781335.7333333333,734649.0,608088.8,624215.2666666667,51114.0,212975,663.0,22.0,214.5,60.281832876912425,170.0,186.0,195.7,206.0,214.5,223.4,230.0,240.2,254.1,13570.0,26176.0,12368.0,24938.0,32676.0,136.15,444.0,1.0,139.5,38.06259099605981,113.0,121.0,127.7,134.0,139.5,143.0,148.0,152.20000000000002,158.0,8520.0,16359.0,8033.0,16317.0,430.59446555588033,1430.0,70.0,84.0,498.5318181110088,70.0,71.0,72.0,72.0,84.0,195.0,577.0,1280.0,1280.0,378.0842299189388,390.29416259168704,472.4714586028461,472.66512952121263,623.3262307575064,1472.0,54.0,107.0,622.5133616513702,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,687.7955399061033,673.6191087474784,567.7413170670982,573.8327511184654,0.0046943221280327,1.026479,0.0,0.000233,0.0116550678848855,1E-06,4E-06,7E-06,2.5e-05,0.000233,0.000963,0.0042397999999999,0.009691,0.0158376,0.0044208297715549,0.0045843353835574,0.0194030059831824,0.0096229199615045,0.0073427134887974,0.998121,0.0,0.00241,0.0206428383466668,0.000232,0.000304,0.000392,0.000595,0.00241,0.003317,0.0063801999999999,0.0105002,0.025217,0.0070414070422535,0.007334210709701,0.0298752524586082,0.0147078447631304,0.2952746115321057,0.8993037349840721
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,2,0,1,60,0,4,1,no,59,0,1,480,0,0,2340,0,0,243998.197463,237267.067538,304816.928911,2,0,0,180.850017,7.6e-05,44413602.963608295,104351945.08693342,723469.6625514403,1973648.0,54808.0,699048.0,273256.7322050982,460040.0,568004.8,619857.6,652449.6,699048.0,744580.8,794136.0,849086.4,1031873.6000000002,666371.5409836066,660602.8852459016,786269.6393442623,785111.868852459,672053.267489712,2562632.0,22360.0,695144.0,244913.6907479036,476504.0,578060.8,626276.8,662649.6000000001,695144.0,725393.6,740105.6,768688.0,805313.6,760704.131147541,713221.9672131147,621510.6885245901,631603.737704918,51165.0,210.5555555555556,649.0,19.0,214.0,65.56195825606775,152.4,183.0,196.0,208.0,214.0,221.2,231.4,243.0,255.8,13412.0,25801.0,12766.0,25561.0,32775.0,134.87654320987653,416.0,3.0,139.0,42.00844008358753,102.4,121.0,131.0,134.8,139.0,144.0,148.0,153.0,160.0,8422.0,16169.0,8430.0,16741.0,429.6670563023573,1430.0,70.0,84.0,498.38744111091495,70.0,71.0,72.0,72.0,84.0,186.39999999999785,577.0,1280.0,1280.0,378.8460334029227,390.45750164722295,469.6307378975403,468.4071828175736,622.5244206556779,1472.0,54.0,107.0,622.7152746875443,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,688.7163381619567,672.6844579132909,562.1612099644128,575.3513529657727,0.0047470929670757,1.027871,0.0,0.000245,0.0114032067720666,1E-06,4E-06,7E-06,2.8e-05,0.000245,0.001026,0.0042635999999999,0.009705,0.0156798999999999,0.0045472520131225,0.0047283324677338,0.0190339120319598,0.0095061586401158,0.0074106266346329,0.998097,0.0,0.002402,0.0235786753636105,0.000233,0.000307,0.000396,0.000596,0.002402,0.003349,0.006415,0.010536,0.025195,0.0072425996200427,0.0075451119426062,0.0288246664294187,0.0145147803595962,0.3223957972325015,0.9455113483174842
