Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg
Z3, 16, 2, 1080, 7528.000000, 0.002235, 3368232.662192, 3368232.000000, 1.865291, 6, 0.134810, 1519269.874614, 1519269.874614
Z3, 17, 2, 1080, 9056.000000, 0.001474, 6143826.322931, 6143824.000000, 1.865291, 6, 0.134810, 2074388.606761, 2074388.606761
Z3, 18, 2, 1080, 8840.000000, 0.692376, 12767.629149, 12760.000000, 1.865291, 6, 0.134810, 848176.868005, 848176.868005
Z3, 19, 2, 1080, 10264.000000, 0.066879, 153471.194246, 153464.000000, 1.865291, 6, 0.134810, 876317.581024, 876317.581024
Z3, 20, 2, 1080, 7568.000000, 0.001540, 4914285.714286, 4914280.000000, 1.865291, 6, 0.134810, 1828480.485032, 1828480.485032
Z3, 21, 2, 1080, 8512.000000, 0.001936, 4396694.214876, 4396688.000000, 1.865291, 6, 0.134810, 1724962.185150, 1724962.185150
Z3, 22, 2, 1080, 12912.000000, 0.002255, 5725942.350333, 5725936.000000, 1.865291, 6, 0.134810, 1990811.812242, 1990811.812242
Z3, 23, 2, 1080, 7264.000000, 0.002258, 3217006.200177, 3217000.000000, 1.865291, 6, 0.134810, 1489024.582210, 1489024.582210
Z3, 24, 2, 1080, 11320.000000, 0.002273, 4980202.375715, 4980200.000000, 1.865291, 6, 0.134810, 1841663.817318, 1841663.817318
Z3, 25, 2, 1080, 10240.000000, 0.001733, 5908828.620889, 5908824.000000, 1.865291, 6, 0.134810, 2027389.066353, 2027389.066353
Z3, 26, 2, 1080, 7568.000000, 0.001496, 5058823.529412, 5058816.000000, 1.865291, 6, 0.134810, 1857388.048057, 1857388.048057
Z3, 27, 2, 1080, 8608.000000, 0.001721, 5001743.172574, 5001736.000000, 1.865291, 6, 0.134810, 1845971.976690, 1845971.976690
Z3, 28, 2, 1080, 12760.000000, 0.001933, 6601138.127263, 6601136.000000, 1.865291, 6, 0.134810, 2165850.967628, 2165850.967628
Z3, 29, 2, 1080, 7264.000000, 0.014576, 498353.457739, 498352.000000, 1.865291, 6, 0.134810, 945294.033723, 945294.033723
Z3, 30, 2, 1080, 7928.000000, 0.002460, 3222764.227642, 3222760.000000, 1.865291, 6, 0.134810, 1490176.187704, 1490176.187704
Z3, 31, 2, 1080, 7416.000000, 0.002226, 3331536.388140, 3331536.000000, 1.865291, 6, 0.134810, 1511930.619803, 1511930.619803
Z3, 32, 2, 1080, 7928.000000, 0.001796, 4414253.897550, 4414248.000000, 1.865291, 6, 0.134810, 1728474.121685, 1728474.121685
Z3, 33, 2, 1080, 7416.000000, 0.001800, 4120000.000000, 4120000.000000, 1.865291, 6, 0.134810, 1669623.342175, 1669623.342175
Z3, 34, 2, 1080, 7928.000000, 0.001892, 4190274.841438, 4190272.000000, 1.865291, 6, 0.134810, 1683678.310463, 1683678.310463
Z3, 35, 2, 1080, 7416.000000, 0.001741, 4259620.907524, 4259616.000000, 1.865291, 6, 0.134810, 1697547.523680, 1697547.523680
Z3, 36, 2, 1080, 7928.000000, 0.001636, 4845965.770171, 4845960.000000, 1.865291, 6, 0.134810, 1814816.496209, 1814816.496209
Z3, 37, 2, 1080, 7416.000000, 0.001770, 4189830.508475, 4189824.000000, 1.865291, 6, 0.134810, 1683589.443870, 1683589.443870
Z3, 38, 2, 1080, 7928.000000, 0.001840, 4308695.652174, 4308688.000000, 1.865291, 6, 0.134810, 1707362.472610, 1707362.472610
Z1, 0, 3, 4K, 6624.000000, 0.013326, 497073.390365, 497072.000000, 1.930676, 6, 1.069425, 1806777.150683, 1806777.150683
Z2, 0, 3, 4K, 231600.000000, 0.016348, 14166870.565207, 14166864.000000, 1.930676, 6, 1.069425, 4540736.585651, 4540736.585651
Z2, 1, 3, 4K, 170280.000000, 0.004934, 34511552.492906, 34511552.000000, 1.930676, 6, 1.069425, 8609672.971191, 8609672.971191
Z2, 2, 3, 4K, 256576.000000, 0.006475, 39625637.065637, 39625632.000000, 1.930676, 6, 1.069425, 9632489.885737, 9632489.885737
Z2, 3, 3, 4K, 212440.000000, 0.005641, 37659989.363588, 37659984.000000, 1.930676, 6, 1.069425, 9239360.345327, 9239360.345327
Z2, 4, 3, 4K, 179880.000000, 0.004939, 36420328.001620, 36420328.000000, 1.930676, 6, 1.069425, 8991428.072934, 8991428.072934
Z2, 5, 3, 4K, 239784.000000, 0.006558, 36563586.459286, 36563584.000000, 1.930676, 6, 1.069425, 9020079.764467, 9020079.764467
Z2, 6, 3, 4K, 265936.000000, 0.007416, 35859762.675297, 35859760.000000, 1.930676, 6, 1.069425, 8879315.007669, 8879315.007669
Z2, 7, 3, 4K, 176320.000000, 0.005897, 29899949.126675, 29899944.000000, 1.930676, 6, 1.069425, 7687352.297945, 7687352.297945
Z3, 0, 3, 4K, 136920.000000, 0.026783, 5112198.036068, 5112192.000000, 1.930676, 6, 1.069425, 2729802.079823, 2729802.079823
Z3, 1, 3, 4K, 108016.000000, 0.003683, 29328265.001358, 29328264.000000, 1.930676, 6, 1.069425, 7573015.472881, 7573015.472881
Z3, 2, 3, 4K, 100136.000000, 0.003603, 27792395.226200, 27792392.000000, 1.930676, 6, 1.069425, 7265841.517850, 7265841.517850
Z3, 3, 3, 4K, 168080.000000, 0.005023, 33462074.457496, 33462072.000000, 1.930676, 6, 1.069425, 8399777.364109, 8399777.364109
Z3, 4, 3, 4K, 255640.000000, 0.006789, 37655030.195905, 37655024.000000, 1.930676, 6, 1.069425, 9238368.511791, 9238368.511791
Z3, 5, 3, 4K, 232736.000000, 0.006506, 35772517.675991, 35772512.000000, 1.930676, 6, 1.069425, 8861866.007808, 8861866.007808
Z3, 6, 3, 4K, 138688.000000, 0.004894, 28338373.518594, 28338368.000000, 1.930676, 6, 1.069425, 7375037.176329, 7375037.176329
Z3, 7, 3, 4K, 108208.000000, 0.003983, 27167461.712277, 27167456.000000, 1.930676, 6, 1.069425, 7140854.815065, 7140854.815065
Z3, 8, 3, 4K, 99432.000000, 0.003627, 27414392.059553, 27414392.000000, 1.930676, 6, 1.069425, 7190240.884521, 7190240.884521
Z3, 9, 3, 4K, 123016.000000, 0.004210, 29219952.494062, 29219952.000000, 1.930676, 6, 1.069425, 7551352.971422, 7551352.971422
Z3, 10, 3, 4K, 101808.000000, 0.004429, 22986678.708512, 22986672.000000, 1.930676, 6, 1.069425, 6304698.214312, 6304698.214312
Z3, 11, 3, 4K, 97008.000000, 0.004547, 21334506.267869, 21334504.000000, 1.930676, 6, 1.069425, 5974263.726184, 5974263.726184
Z3, 12, 3, 4K, 178672.000000, 0.005949, 30033955.286603, 30033952.000000, 1.930676, 6, 1.069425, 7714153.529930, 7714153.529930
Z3, 13, 3, 4K, 234968.000000, 0.006444, 36463066.418374, 36463064.000000, 1.930676, 6, 1.069425, 8999975.756285, 8999975.756285
Z3, 14, 3, 4K, 213360.000000, 0.005681, 37556768.174617, 37556768.000000, 1.930676, 6, 1.069425, 9218716.107533, 9218716.107533
Z3, 15, 3, 4K, 123160.000000, 0.003812, 32308499.475341, 32308496.000000, 1.930676, 6, 1.069425, 8169062.367678, 8169062.367678
